concept_id,concepticon_id,label,pos,semantic_field,definition,status,replacement_id,notes
act-scatter,3705,scatter,v,Basic actions and technology,To throw or drop things in different directions so that they cover a large area.,active,,
act-scatter-seeds,2064,scatter,v,Basic actions and technology,To distribute seeds over a field.,active,,
act-scissors,1328,scissors,n,Basic actions and technology,"A tool used for cutting thin material, consisting of two crossing blades attached at a pivot point in such a way that the blades slide across each other when the handles are closed.",merged,356,
act-scrape,1767,scrape,v,Basic actions and technology,To move an object against another object such that abrasion or minor cutting occurs.,active,,
act-sculptor,914,sculptor,n,Basic actions and technology,A person who practices the art of sculpture.,active,,
act-sharpen,251,sharpen,v,Basic actions and technology,To make sharp or sharper.,active,,
act-shears,356,shears,n,Basic actions and technology,"A tool consisting of two blades with bevel edges, connected by a pivot, used for cutting cloth, or for removing the fleece from sheep etc.",active,,
act-sheath,3424,sheath,n,Basic actions and technology,A protection cover for a sharp blade (of a sword or knife).,active,,
act-shepherd,2544,shepherd,n,Basic actions and technology,The person that watches over sheep.,active,,
act-shoulder-pole,3432,shoulder pole,n,Basic actions and technology,A pole that is used to carry things on the shoulder.,active,,
act-sieve,3353,sieve,n,Basic actions and technology,A device for separating wanted elements from unwanted material.,active,,
act-silver,759,silver,n,Basic actions and technology,A very ductile malleable brilliant greyish-white element with symbol Ar and atomic number 47 having the highest electrical and thermal conductivity of any metal.,active,,
act-skilled,807,skilled,adj,Basic actions and technology,"Experienced and clever, professional.",active,,
act-slap,3160,slap,v,Basic actions and technology,Hit with the open palm of the hand.,active,,
act-slaughter,1796,slaughter,v,Basic actions and technology,To kill animals for food.,active,,
act-sleep,2972,sleep,n,Basic actions and technology,"Sleep is a naturally recurring state of mind and body characterized by altered consciousness, relatively inhibited sensory activity, inhibition of nearly all voluntary muscles, and reduced interactions with surroundings.",active,,
act-smear,364,smear,v,Basic actions and technology,To spread (a substance) across a surface by rubbing.,active,,
act-smoke,2859,smoke,v,Basic actions and technology,To emit smoke (such as something which burns).,active,,
act-snap,459,snap,v,Basic actions and technology,Quick breaking or cracking sound or the action of producing such a sound.,active,,
act-snowman,3098,snowman,n,Basic actions and technology,A mass of snow sculptured into the shape of a human.,active,,
act-sound,2879,sound,v,Basic actions and technology,The noise emitted by musical instruments or humans speaking.,active,,
act-spinning-wheel,4009,spinning wheel,n,Basic actions and technology,A small domestic hand-driven or foot-driven machine for spinning thread.,active,,
act-split,1437,split,v,Basic actions and technology,To divide fully or partly along a more or less straight line.,active,,
act-split-open,3080,split open,v,Basic actions and technology,"To open something with a cut or incision, revealing its inside.",active,,
act-spread-out,38,spread out,v,Basic actions and technology,To spread out or open from a closed or folded state.,active,,
act-sprout,2076,sprout,v,Basic actions and technology,The process by which a plant grows from a seed.,active,,
act-squeeze,1414,squeeze,v,Basic actions and technology,To apply pressure to something from two or more sides at once.,active,,
act-stab,1434,stab,v,Basic actions and technology,To perforate the surface of something with a pointed tool or weapon.,active,,
act-statue,1002,statue,n,Basic actions and technology,"A three-dimension work of art, usually of a person or animal, usually created by sculpting, carving, moulding, or casting.",active,,
act-steel,2343,steel,n,Basic actions and technology,"Alloys of iron and carbon, widely used in construction and other applications because of their high tensile strengths and low costs.",active,,
act-step,2065,step,v,Basic actions and technology,"To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.",active,,
act-stop-doing,3351,stop doing,v,Basic actions and technology,To stop doing the action one was doing.,active,,
act-strap,2973,strap,n,Basic actions and technology,"A strap is an elongated flap or ribbon, usually of fabric or leather.",active,,
act-stretch,214,stretch,v,Basic actions and technology,To lengthen by pulling.,active,,
act-strike,353,strike,v,Basic actions and technology,"To intentionally hit with a sharp blow or to impel, usually with a hand or weapon.",active,,
act-strike-or-beat,2133,strike or beat,v,Basic actions and technology,"To hit or strike, either repeatedly or a single time.",active,,
act-strike-someone,3308,strike,v,Basic actions and technology,"To intentionally hit someone with a sharp blow or to impel, usually with a hand or weapon.",active,,
act-strike-something,3309,strike,v,Basic actions and technology,"To intentionally hit something with a sharp blow or to impel, usually with a hand.",active,,
act-string,362,string,n,Basic actions and technology,"A long, thin and flexible structure made from threads twisted together.",active,,
act-suckle,2472,suckle,v,Basic actions and technology,Giving milk to babies and young children with milk from a woman's breast.,active,,
act-suitcase,4005,suitcase,n,Basic actions and technology,"A medium to large, rectangular container, usually with a handle, for carrying clothes and possessions while travelling.",active,,
act-sweep,230,sweep,v,Basic actions and technology,To clean a surface with a broom.,active,,
act-swell,1573,swell,v,Basic actions and technology,To grow larger in volume.,active,,
act-swing,3101,swing,n,Basic actions and technology,Tool used for play with a seat hanging from ropes.,active,,
act-swing-movement,2871,swing,v,Basic actions and technology,To move freely to and fro.,active,,
act-swing-something,2901,swing,v,Basic actions and technology,To set something in swinging motion.,active,,
act-take-a-photo,2710,take a photo,v,Basic actions and technology,To make a photography.,active,,
act-take-off,3538,take off,v,Basic actions and technology,To take off a piece of clothing or similar.,active,,
act-talk,2708,talk,v,Basic actions and technology,To converse with one or more persons.,active,,
act-tear,1735,tear,v,Basic actions and technology,To pull at something in such a way that it ends up divided.,active,,
act-telescope,4012,telescope,n,Basic actions and technology,"An optical device used to observe distant objects and make them appear nearer, containing many lenses or curved mirrors and lenses, by which rays of lights are gathered and focused and the resulting image magnified.",active,,
act-thaw,2887,thaw,v,Basic actions and technology,Go from a frozen to a liquid state.,active,,
act-thermometer,3104,thermometer,n,Basic actions and technology,"Instrument used for measuring temperature, mostly by means of a contracting or expanding substanced contained within the instrument.",active,,
act-tie,1917,tie,v,Basic actions and technology,To establish connection between two or more things.,active,,
act-tie-up,2891,tie up,v,Basic actions and technology,To attach an animal to something to prevent that it leaves.,active,,
act-tight,3053,tight,adj,Basic actions and technology,Being not loose.,active,,
